rev_count,date
78,"2007-10-01 00:00:00"
72,"2007-10-02 00:00:00"
105,"2007-10-03 00:00:00"
71,"2007-10-04 00:00:00"
82,"2007-10-05 00:00:00"
92,"2007-10-06 00:00:00"
42,"2007-10-07 00:00:00"
112,"2007-10-08 00:00:00"
113,"2007-10-09 00:00:00"
85,"2007-10-10 00:00:00"
78,"2007-10-11 00:00:00"
68,"2007-10-12 00:00:00"
64,"2007-10-13 00:00:00"
68,"2007-10-14 00:00:00"
61,"2007-10-15 00:00:00"
61,"2007-10-16 00:00:00"
79,"2007-10-17 00:00:00"
52,"2007-10-18 00:00:00"
54,"2007-10-19 00:00:00"
42,"2007-10-20 00:00:00"
76,"2007-10-21 00:00:00"
52,"2007-10-22 00:00:00"
61,"2007-10-23 00:00:00"
78,"2007-10-24 00:00:00"
61,"2007-10-25 00:00:00"
62,"2007-10-26 00:00:00"
37,"2007-10-27 00:00:00"
47,"2007-10-28 00:00:00"
47,"2007-10-29 00:00:00"
83,"2007-10-30 00:00:00"
102,"2007-10-31 00:00:00"
89,"2007-11-01 00:00:00"
119,"2007-11-02 00:00:00"
68,"2007-11-03 00:00:00"
98,"2007-11-04 00:00:00"
98,"2007-11-05 00:00:00"
105,"2007-11-06 00:00:00"
103,"2007-11-07 00:00:00"
136,"2007-11-08 00:00:00"
105,"2007-11-09 00:00:00"
74,"2007-11-10 00:00:00"
73,"2007-11-11 00:00:00"
107,"2007-11-12 00:00:00"
118,"2007-11-13 00:00:00"
115,"2007-11-14 00:00:00"
71,"2007-11-15 00:00:00"
73,"2007-11-16 00:00:00"
72,"2007-11-17 00:00:00"
99,"2007-11-18 00:00:00"
79,"2007-11-19 00:00:00"
88,"2007-11-20 00:00:00"
79,"2007-11-21 00:00:00"
52,"2007-11-22 00:00:00"
38,"2007-11-23 00:00:00"
70,"2007-11-24 00:00:00"
68,"2007-11-25 00:00:00"
86,"2007-11-26 00:00:00"
82,"2007-11-27 00:00:00"
81,"2007-11-28 00:00:00"
64,"2007-11-29 00:00:00"
66,"2007-11-30 00:00:00"
50,"2007-12-01 00:00:00"
69,"2007-12-02 00:00:00"
71,"2007-12-03 00:00:00"
101,"2007-12-04 00:00:00"
63,"2007-12-05 00:00:00"
67,"2007-12-06 00:00:00"
64,"2007-12-07 00:00:00"
38,"2007-12-08 00:00:00"
78,"2007-12-09 00:00:00"
67,"2007-12-10 00:00:00"
91,"2007-12-11 00:00:00"
86,"2007-12-12 00:00:00"
80,"2007-12-13 00:00:00"
60,"2007-12-14 00:00:00"
52,"2007-12-15 00:00:00"
47,"2007-12-16 00:00:00"
86,"2007-12-17 00:00:00"
76,"2007-12-18 00:00:00"
59,"2007-12-19 00:00:00"
65,"2007-12-20 00:00:00"
56,"2007-12-21 00:00:00"
28,"2007-12-22 00:00:00"
37,"2007-12-23 00:00:00"
52,"2007-12-24 00:00:00"
37,"2007-12-25 00:00:00"
97,"2007-12-26 00:00:00"
92,"2007-12-27 00:00:00"
95,"2007-12-28 00:00:00"
100,"2007-12-29 00:00:00"
65,"2007-12-30 00:00:00"
90,"2007-12-31 00:00:00"
59,"2008-01-01 00:00:00"
120,"2008-01-02 00:00:00"
145,"2008-01-03 00:00:00"
112,"2008-01-04 00:00:00"
77,"2008-01-05 00:00:00"
107,"2008-01-06 00:00:00"
121,"2008-01-07 00:00:00"
87,"2008-01-08 00:00:00"
141,"2008-01-09 00:00:00"
108,"2008-01-10 00:00:00"
75,"2008-01-11 00:00:00"
62,"2008-01-12 00:00:00"
100,"2008-01-13 00:00:00"
129,"2008-01-14 00:00:00"
116,"2008-01-15 00:00:00"
136,"2008-01-16 00:00:00"
109,"2008-01-17 00:00:00"
59,"2008-01-18 00:00:00"
90,"2008-01-19 00:00:00"
74,"2008-01-20 00:00:00"
168,"2008-01-21 00:00:00"
135,"2008-01-22 00:00:00"
110,"2008-01-23 00:00:00"
149,"2008-01-24 00:00:00"
104,"2008-01-25 00:00:00"
96,"2008-01-26 00:00:00"
86,"2008-01-27 00:00:00"
117,"2008-01-28 00:00:00"
114,"2008-01-29 00:00:00"
105,"2008-01-30 00:00:00"
96,"2008-01-31 00:00:00"
123,"2008-02-01 00:00:00"
105,"2008-02-02 00:00:00"
109,"2008-02-03 00:00:00"
97,"2008-02-04 00:00:00"
117,"2008-02-05 00:00:00"
110,"2008-02-06 00:00:00"
65,"2008-02-07 00:00:00"
78,"2008-02-08 00:00:00"
78,"2008-02-09 00:00:00"
79,"2008-02-10 00:00:00"
123,"2008-02-11 00:00:00"
115,"2008-02-12 00:00:00"
115,"2008-02-13 00:00:00"
83,"2008-02-14 00:00:00"
73,"2008-02-15 00:00:00"
80,"2008-02-16 00:00:00"
108,"2008-02-17 00:00:00"
115,"2008-02-18 00:00:00"
119,"2008-02-19 00:00:00"
104,"2008-02-20 00:00:00"
106,"2008-02-21 00:00:00"
85,"2008-02-22 00:00:00"
86,"2008-02-23 00:00:00"
103,"2008-02-24 00:00:00"
116,"2008-02-25 00:00:00"
184,"2008-02-26 00:00:00"
125,"2008-02-27 00:00:00"
137,"2008-02-28 00:00:00"
88,"2008-02-29 00:00:00"
85,"2008-03-01 00:00:00"
124,"2008-03-02 00:00:00"
107,"2008-03-03 00:00:00"
142,"2008-03-04 00:00:00"
129,"2008-03-05 00:00:00"
126,"2008-03-06 00:00:00"
96,"2008-03-07 00:00:00"
71,"2008-03-08 00:00:00"
100,"2008-03-09 00:00:00"
168,"2008-03-10 00:00:00"
159,"2008-03-11 00:00:00"
105,"2008-03-12 00:00:00"
116,"2008-03-13 00:00:00"
88,"2008-03-14 00:00:00"
85,"2008-03-15 00:00:00"
80,"2008-03-16 00:00:00"
86,"2008-03-17 00:00:00"
173,"2008-03-18 00:00:00"
133,"2008-03-19 00:00:00"
79,"2008-03-20 00:00:00"
90,"2008-03-21 00:00:00"
78,"2008-03-22 00:00:00"
78,"2008-03-23 00:00:00"
139,"2008-03-24 00:00:00"
118,"2008-03-25 00:00:00"
117,"2008-03-26 00:00:00"
121,"2008-03-27 00:00:00"
101,"2008-03-28 00:00:00"
118,"2008-03-29 00:00:00"
78,"2008-03-30 00:00:00"
174,"2008-03-31 00:00:00"
163,"2008-04-01 00:00:00"
198,"2008-04-02 00:00:00"
94,"2008-04-03 00:00:00"
124,"2008-04-04 00:00:00"
89,"2008-04-05 00:00:00"
112,"2008-04-06 00:00:00"
161,"2008-04-07 00:00:00"
127,"2008-04-08 00:00:00"
114,"2008-04-09 00:00:00"
147,"2008-04-10 00:00:00"
132,"2008-04-11 00:00:00"
84,"2008-04-12 00:00:00"
111,"2008-04-13 00:00:00"
139,"2008-04-14 00:00:00"
129,"2008-04-15 00:00:00"
165,"2008-04-16 00:00:00"
117,"2008-04-17 00:00:00"
149,"2008-04-18 00:00:00"
111,"2008-04-19 00:00:00"
127,"2008-04-20 00:00:00"
177,"2008-04-21 00:00:00"
157,"2008-04-22 00:00:00"
207,"2008-04-23 00:00:00"
148,"2008-04-24 00:00:00"
174,"2008-04-25 00:00:00"
104,"2008-04-26 00:00:00"
129,"2008-04-27 00:00:00"
214,"2008-04-28 00:00:00"
214,"2008-04-29 00:00:00"
161,"2008-04-30 00:00:00"
147,"2008-05-01 00:00:00"
172,"2008-05-02 00:00:00"
64,"2008-05-03 00:00:00"
90,"2008-05-04 00:00:00"
147,"2008-05-05 00:00:00"
184,"2008-05-06 00:00:00"
122,"2008-05-07 00:00:00"
92,"2008-05-08 00:00:00"
114,"2008-05-09 00:00:00"
88,"2008-05-10 00:00:00"
111,"2008-05-11 00:00:00"
172,"2008-05-12 00:00:00"
167,"2008-05-13 00:00:00"
102,"2008-05-14 00:00:00"
100,"2008-05-15 00:00:00"
128,"2008-05-16 00:00:00"
103,"2008-05-17 00:00:00"
76,"2008-05-18 00:00:00"
168,"2008-05-19 00:00:00"
181,"2008-05-20 00:00:00"
151,"2008-05-21 00:00:00"
97,"2008-05-22 00:00:00"
124,"2008-05-23 00:00:00"
111,"2008-05-24 00:00:00"
99,"2008-05-25 00:00:00"
126,"2008-05-26 00:00:00"
244,"2008-05-27 00:00:00"
219,"2008-05-28 00:00:00"
157,"2008-05-29 00:00:00"
146,"2008-05-30 00:00:00"
115,"2008-05-31 00:00:00"
96,"2008-06-01 00:00:00"
177,"2008-06-02 00:00:00"
231,"2008-06-03 00:00:00"
160,"2008-06-04 00:00:00"
121,"2008-06-05 00:00:00"
123,"2008-06-06 00:00:00"
79,"2008-06-07 00:00:00"
114,"2008-06-08 00:00:00"
153,"2008-06-09 00:00:00"
177,"2008-06-10 00:00:00"
150,"2008-06-11 00:00:00"
131,"2008-06-12 00:00:00"
133,"2008-06-13 00:00:00"
98,"2008-06-14 00:00:00"
108,"2008-06-15 00:00:00"
184,"2008-06-16 00:00:00"
214,"2008-06-17 00:00:00"
211,"2008-06-18 00:00:00"
152,"2008-06-19 00:00:00"
164,"2008-06-20 00:00:00"
134,"2008-06-21 00:00:00"
133,"2008-06-22 00:00:00"
191,"2008-06-23 00:00:00"
239,"2008-06-24 00:00:00"
170,"2008-06-25 00:00:00"
127,"2008-06-26 00:00:00"
104,"2008-06-27 00:00:00"
116,"2008-06-28 00:00:00"
118,"2008-06-29 00:00:00"
182,"2008-06-30 00:00:00"
192,"2008-07-01 00:00:00"
171,"2008-07-02 00:00:00"
148,"2008-07-03 00:00:00"
102,"2008-07-04 00:00:00"
92,"2008-07-05 00:00:00"
112,"2008-07-06 00:00:00"
208,"2008-07-07 00:00:00"
210,"2008-07-08 00:00:00"
181,"2008-07-09 00:00:00"
208,"2008-07-10 00:00:00"
176,"2008-07-11 00:00:00"
144,"2008-07-12 00:00:00"
172,"2008-07-13 00:00:00"
190,"2008-07-14 00:00:00"
185,"2008-07-15 00:00:00"
162,"2008-07-16 00:00:00"
159,"2008-07-17 00:00:00"
142,"2008-07-18 00:00:00"
117,"2008-07-19 00:00:00"
131,"2008-07-20 00:00:00"
221,"2008-07-21 00:00:00"
205,"2008-07-22 00:00:00"
191,"2008-07-23 00:00:00"
159,"2008-07-24 00:00:00"
144,"2008-07-25 00:00:00"
130,"2008-07-26 00:00:00"
153,"2008-07-27 00:00:00"
194,"2008-07-28 00:00:00"
208,"2008-07-29 00:00:00"
167,"2008-07-30 00:00:00"
179,"2008-07-31 00:00:00"
169,"2008-08-01 00:00:00"
141,"2008-08-02 00:00:00"
176,"2008-08-03 00:00:00"
169,"2008-08-04 00:00:00"
199,"2008-08-05 00:00:00"
222,"2008-08-06 00:00:00"
411,"2008-08-07 00:00:00"
248,"2008-08-08 00:00:00"
160,"2008-08-09 00:00:00"
173,"2008-08-10 00:00:00"
228,"2008-08-11 00:00:00"
275,"2008-08-12 00:00:00"
229,"2008-08-13 00:00:00"
191,"2008-08-14 00:00:00"
250,"2008-08-15 00:00:00"
157,"2008-08-16 00:00:00"
118,"2008-08-17 00:00:00"
247,"2008-08-18 00:00:00"
229,"2008-08-19 00:00:00"
232,"2008-08-20 00:00:00"
232,"2008-08-21 00:00:00"
197,"2008-08-22 00:00:00"
161,"2008-08-23 00:00:00"
148,"2008-08-24 00:00:00"
231,"2008-08-25 00:00:00"
284,"2008-08-26 00:00:00"
275,"2008-08-27 00:00:00"
248,"2008-08-28 00:00:00"
168,"2008-08-29 00:00:00"
157,"2008-08-30 00:00:00"
162,"2008-08-31 00:00:00"
194,"2008-09-01 00:00:00"
291,"2008-09-02 00:00:00"
241,"2008-09-03 00:00:00"
275,"2008-09-04 00:00:00"
240,"2008-09-05 00:00:00"
207,"2008-09-06 00:00:00"
231,"2008-09-07 00:00:00"
237,"2008-09-08 00:00:00"
192,"2008-09-09 00:00:00"
261,"2008-09-10 00:00:00"
206,"2008-09-11 00:00:00"
206,"2008-09-12 00:00:00"
177,"2008-09-13 00:00:00"
176,"2008-09-14 00:00:00"
264,"2008-09-15 00:00:00"
222,"2008-09-16 00:00:00"
236,"2008-09-17 00:00:00"
214,"2008-09-18 00:00:00"
161,"2008-09-19 00:00:00"
206,"2008-09-20 00:00:00"
243,"2008-09-21 00:00:00"
229,"2008-09-22 00:00:00"
215,"2008-09-23 00:00:00"
200,"2008-09-24 00:00:00"
202,"2008-09-25 00:00:00"
172,"2008-09-26 00:00:00"
124,"2008-09-27 00:00:00"
181,"2008-09-28 00:00:00"
192,"2008-09-29 00:00:00"
220,"2008-09-30 00:00:00"
189,"2008-10-01 00:00:00"
214,"2008-10-02 00:00:00"
199,"2008-10-03 00:00:00"
191,"2008-10-04 00:00:00"
183,"2008-10-05 00:00:00"
234,"2008-10-06 00:00:00"
265,"2008-10-07 00:00:00"
220,"2008-10-08 00:00:00"
198,"2008-10-09 00:00:00"
214,"2008-10-10 00:00:00"
169,"2008-10-11 00:00:00"
148,"2008-10-12 00:00:00"
174,"2008-10-13 00:00:00"
201,"2008-10-14 00:00:00"
177,"2008-10-15 00:00:00"
166,"2008-10-16 00:00:00"
173,"2008-10-17 00:00:00"
148,"2008-10-18 00:00:00"
119,"2008-10-19 00:00:00"
174,"2008-10-20 00:00:00"
234,"2008-10-21 00:00:00"
231,"2008-10-22 00:00:00"
233,"2008-10-23 00:00:00"
217,"2008-10-24 00:00:00"
125,"2008-10-25 00:00:00"
141,"2008-10-26 00:00:00"
237,"2008-10-27 00:00:00"
207,"2008-10-28 00:00:00"
194,"2008-10-29 00:00:00"
142,"2008-10-30 00:00:00"
178,"2008-10-31 00:00:00"
90,"2008-11-01 00:00:00"
152,"2008-11-02 00:00:00"
155,"2008-11-03 00:00:00"
207,"2008-11-04 00:00:00"
152,"2008-11-05 00:00:00"
162,"2008-11-06 00:00:00"
206,"2008-11-07 00:00:00"
175,"2008-11-08 00:00:00"
147,"2008-11-09 00:00:00"
283,"2008-11-10 00:00:00"
242,"2008-11-11 00:00:00"
221,"2008-11-12 00:00:00"
164,"2008-11-13 00:00:00"
399,"2008-11-14 00:00:00"
444,"2008-11-15 00:00:00"
391,"2008-11-16 00:00:00"
499,"2008-11-17 00:00:00"
434,"2008-11-18 00:00:00"
561,"2008-11-19 00:00:00"
397,"2008-11-20 00:00:00"
302,"2008-11-21 00:00:00"
238,"2008-11-22 00:00:00"
300,"2008-11-23 00:00:00"
321,"2008-11-24 00:00:00"
312,"2008-11-25 00:00:00"
237,"2008-11-26 00:00:00"
200,"2008-11-27 00:00:00"
155,"2008-11-28 00:00:00"
169,"2008-11-29 00:00:00"
314,"2008-11-30 00:00:00"
252,"2008-12-01 00:00:00"
271,"2008-12-02 00:00:00"
287,"2008-12-03 00:00:00"
241,"2008-12-04 00:00:00"
192,"2008-12-05 00:00:00"
162,"2008-12-06 00:00:00"
142,"2008-12-07 00:00:00"
211,"2008-12-08 00:00:00"
229,"2008-12-09 00:00:00"
234,"2008-12-10 00:00:00"
261,"2008-12-11 00:00:00"
215,"2008-12-12 00:00:00"
131,"2008-12-13 00:00:00"
167,"2008-12-14 00:00:00"
206,"2008-12-15 00:00:00"
262,"2008-12-16 00:00:00"
187,"2008-12-17 00:00:00"
131,"2008-12-18 00:00:00"
159,"2008-12-19 00:00:00"
180,"2008-12-20 00:00:00"
158,"2008-12-21 00:00:00"
193,"2008-12-22 00:00:00"
268,"2008-12-23 00:00:00"
136,"2008-12-24 00:00:00"
89,"2008-12-25 00:00:00"
150,"2008-12-26 00:00:00"
207,"2008-12-27 00:00:00"
231,"2008-12-28 00:00:00"
290,"2008-12-29 00:00:00"
299,"2008-12-30 00:00:00"
291,"2008-12-31 00:00:00"
155,"2009-01-01 00:00:00"
234,"2009-01-02 00:00:00"
212,"2009-01-03 00:00:00"
308,"2009-01-04 00:00:00"
314,"2009-01-05 00:00:00"
394,"2009-01-06 00:00:00"
323,"2009-01-07 00:00:00"
369,"2009-01-08 00:00:00"
252,"2009-01-09 00:00:00"
210,"2009-01-10 00:00:00"
252,"2009-01-11 00:00:00"
305,"2009-01-12 00:00:00"
258,"2009-01-13 00:00:00"
296,"2009-01-14 00:00:00"
264,"2009-01-15 00:00:00"
238,"2009-01-16 00:00:00"
314,"2009-01-17 00:00:00"
243,"2009-01-18 00:00:00"
311,"2009-01-19 00:00:00"
360,"2009-01-20 00:00:00"
352,"2009-01-21 00:00:00"
334,"2009-01-22 00:00:00"
275,"2009-01-23 00:00:00"
243,"2009-01-24 00:00:00"
247,"2009-01-25 00:00:00"
282,"2009-01-26 00:00:00"
388,"2009-01-27 00:00:00"
315,"2009-01-28 00:00:00"
273,"2009-01-29 00:00:00"
271,"2009-01-30 00:00:00"
262,"2009-01-31 00:00:00"
167,"2009-02-01 00:00:00"
165,"2009-02-02 00:00:00"
230,"2009-02-03 00:00:00"
218,"2009-02-04 00:00:00"
218,"2009-02-05 00:00:00"
159,"2009-02-06 00:00:00"
166,"2009-02-07 00:00:00"
195,"2009-02-08 00:00:00"
274,"2009-02-09 00:00:00"
257,"2009-02-10 00:00:00"
231,"2009-02-11 00:00:00"
258,"2009-02-12 00:00:00"
177,"2009-02-13 00:00:00"
151,"2009-02-14 00:00:00"
174,"2009-02-15 00:00:00"
288,"2009-02-16 00:00:00"
355,"2009-02-17 00:00:00"
311,"2009-02-18 00:00:00"
269,"2009-02-19 00:00:00"
223,"2009-02-20 00:00:00"
209,"2009-02-21 00:00:00"
239,"2009-02-22 00:00:00"
347,"2009-02-23 00:00:00"
303,"2009-02-24 00:00:00"
247,"2009-02-25 00:00:00"
235,"2009-02-26 00:00:00"
208,"2009-02-27 00:00:00"
155,"2009-02-28 00:00:00"
202,"2009-03-01 00:00:00"
273,"2009-03-02 00:00:00"
277,"2009-03-03 00:00:00"
228,"2009-03-04 00:00:00"
190,"2009-03-05 00:00:00"
211,"2009-03-06 00:00:00"
180,"2009-03-07 00:00:00"
209,"2009-03-08 00:00:00"
260,"2009-03-09 00:00:00"
264,"2009-03-10 00:00:00"
295,"2009-03-11 00:00:00"
224,"2009-03-12 00:00:00"
202,"2009-03-13 00:00:00"
196,"2009-03-14 00:00:00"
210,"2009-03-15 00:00:00"
311,"2009-03-16 00:00:00"
222,"2009-03-17 00:00:00"
236,"2009-03-18 00:00:00"
203,"2009-03-19 00:00:00"
193,"2009-03-20 00:00:00"
174,"2009-03-21 00:00:00"
220,"2009-03-22 00:00:00"
259,"2009-03-23 00:00:00"
300,"2009-03-24 00:00:00"
247,"2009-03-25 00:00:00"
269,"2009-03-26 00:00:00"
240,"2009-03-27 00:00:00"
167,"2009-03-28 00:00:00"
288,"2009-03-29 00:00:00"
303,"2009-03-30 00:00:00"
361,"2009-03-31 00:00:00"
295,"2009-04-01 00:00:00"
213,"2009-04-02 00:00:00"
234,"2009-04-03 00:00:00"
205,"2009-04-04 00:00:00"
214,"2009-04-05 00:00:00"
240,"2009-04-06 00:00:00"
320,"2009-04-07 00:00:00"
247,"2009-04-08 00:00:00"
256,"2009-04-09 00:00:00"
299,"2009-04-10 00:00:00"
189,"2009-04-11 00:00:00"
212,"2009-04-12 00:00:00"
324,"2009-04-13 00:00:00"
326,"2009-04-14 00:00:00"
221,"2009-04-15 00:00:00"
264,"2009-04-16 00:00:00"
286,"2009-04-17 00:00:00"
218,"2009-04-18 00:00:00"
254,"2009-04-19 00:00:00"
315,"2009-04-20 00:00:00"
344,"2009-04-21 00:00:00"
247,"2009-04-22 00:00:00"
246,"2009-04-23 00:00:00"
223,"2009-04-24 00:00:00"
175,"2009-04-25 00:00:00"
193,"2009-04-26 00:00:00"
272,"2009-04-27 00:00:00"
291,"2009-04-28 00:00:00"
255,"2009-04-29 00:00:00"
223,"2009-04-30 00:00:00"
246,"2009-05-01 00:00:00"
184,"2009-05-02 00:00:00"
253,"2009-05-03 00:00:00"
357,"2009-05-04 00:00:00"
305,"2009-05-05 00:00:00"
231,"2009-05-06 00:00:00"
241,"2009-05-07 00:00:00"
163,"2009-05-08 00:00:00"
184,"2009-05-09 00:00:00"
194,"2009-05-10 00:00:00"
346,"2009-05-11 00:00:00"
316,"2009-05-12 00:00:00"
245,"2009-05-13 00:00:00"
239,"2009-05-14 00:00:00"
255,"2009-05-15 00:00:00"
165,"2009-05-16 00:00:00"
189,"2009-05-17 00:00:00"
240,"2009-05-18 00:00:00"
276,"2009-05-19 00:00:00"
213,"2009-05-20 00:00:00"
220,"2009-05-21 00:00:00"
212,"2009-05-22 00:00:00"
151,"2009-05-23 00:00:00"
223,"2009-05-24 00:00:00"
286,"2009-05-25 00:00:00"
373,"2009-05-26 00:00:00"
331,"2009-05-27 00:00:00"
327,"2009-05-28 00:00:00"
261,"2009-05-29 00:00:00"
163,"2009-05-30 00:00:00"
204,"2009-05-31 00:00:00"
343,"2009-06-01 00:00:00"
416,"2009-06-02 00:00:00"
245,"2009-06-03 00:00:00"
257,"2009-06-04 00:00:00"
224,"2009-06-05 00:00:00"
195,"2009-06-06 00:00:00"
223,"2009-06-07 00:00:00"
296,"2009-06-08 00:00:00"
318,"2009-06-09 00:00:00"
300,"2009-06-10 00:00:00"
236,"2009-06-11 00:00:00"
233,"2009-06-12 00:00:00"
205,"2009-06-13 00:00:00"
217,"2009-06-14 00:00:00"
301,"2009-06-15 00:00:00"
307,"2009-06-16 00:00:00"
282,"2009-06-17 00:00:00"
249,"2009-06-18 00:00:00"
225,"2009-06-19 00:00:00"
239,"2009-06-20 00:00:00"
207,"2009-06-21 00:00:00"
306,"2009-06-22 00:00:00"
311,"2009-06-23 00:00:00"
358,"2009-06-24 00:00:00"
244,"2009-06-25 00:00:00"
206,"2009-06-26 00:00:00"
190,"2009-06-27 00:00:00"
210,"2009-06-28 00:00:00"
287,"2009-06-29 00:00:00"
373,"2009-06-30 00:00:00"
341,"2009-07-01 00:00:00"
244,"2009-07-02 00:00:00"
211,"2009-07-03 00:00:00"
228,"2009-07-04 00:00:00"
225,"2009-07-05 00:00:00"
325,"2009-07-06 00:00:00"
303,"2009-07-07 00:00:00"
320,"2009-07-08 00:00:00"
264,"2009-07-09 00:00:00"
250,"2009-07-10 00:00:00"
166,"2009-07-11 00:00:00"
264,"2009-07-12 00:00:00"
392,"2009-07-13 00:00:00"
357,"2009-07-14 00:00:00"
311,"2009-07-15 00:00:00"
315,"2009-07-16 00:00:00"
308,"2009-07-17 00:00:00"
225,"2009-07-18 00:00:00"
261,"2009-07-19 00:00:00"
331,"2009-07-20 00:00:00"
373,"2009-07-21 00:00:00"
384,"2009-07-22 00:00:00"
270,"2009-07-23 00:00:00"
252,"2009-07-24 00:00:00"
196,"2009-07-25 00:00:00"
218,"2009-07-26 00:00:00"
379,"2009-07-27 00:00:00"
403,"2009-07-28 00:00:00"
331,"2009-07-29 00:00:00"
315,"2009-07-30 00:00:00"
326,"2009-07-31 00:00:00"
225,"2009-08-01 00:00:00"
216,"2009-08-02 00:00:00"
303,"2009-08-03 00:00:00"
383,"2009-08-04 00:00:00"
359,"2009-08-05 00:00:00"
323,"2009-08-06 00:00:00"
306,"2009-08-07 00:00:00"
229,"2009-08-08 00:00:00"
255,"2009-08-09 00:00:00"
401,"2009-08-10 00:00:00"
406,"2009-08-11 00:00:00"
353,"2009-08-12 00:00:00"
263,"2009-08-13 00:00:00"
291,"2009-08-14 00:00:00"
191,"2009-08-15 00:00:00"
220,"2009-08-16 00:00:00"
351,"2009-08-17 00:00:00"
364,"2009-08-18 00:00:00"
385,"2009-08-19 00:00:00"
262,"2009-08-20 00:00:00"
283,"2009-08-21 00:00:00"
262,"2009-08-22 00:00:00"
252,"2009-08-23 00:00:00"
417,"2009-08-24 00:00:00"
377,"2009-08-25 00:00:00"
309,"2009-08-26 00:00:00"
302,"2009-08-27 00:00:00"
289,"2009-08-28 00:00:00"
259,"2009-08-29 00:00:00"
302,"2009-08-30 00:00:00"
347,"2009-08-31 00:00:00"
360,"2009-09-01 00:00:00"
278,"2009-09-02 00:00:00"
240,"2009-09-03 00:00:00"
246,"2009-09-04 00:00:00"
225,"2009-09-05 00:00:00"
278,"2009-09-06 00:00:00"
296,"2009-09-07 00:00:00"
433,"2009-09-08 00:00:00"
445,"2009-09-09 00:00:00"
311,"2009-09-10 00:00:00"
278,"2009-09-11 00:00:00"
231,"2009-09-12 00:00:00"
310,"2009-09-13 00:00:00"
322,"2009-09-14 00:00:00"
305,"2009-09-15 00:00:00"
328,"2009-09-16 00:00:00"
253,"2009-09-17 00:00:00"
263,"2009-09-18 00:00:00"
211,"2009-09-19 00:00:00"
267,"2009-09-20 00:00:00"
312,"2009-09-21 00:00:00"
308,"2009-09-22 00:00:00"
285,"2009-09-23 00:00:00"
314,"2009-09-24 00:00:00"
236,"2009-09-25 00:00:00"
234,"2009-09-26 00:00:00"
312,"2009-09-27 00:00:00"
333,"2009-09-28 00:00:00"
337,"2009-09-29 00:00:00"
287,"2009-09-30 00:00:00"
246,"2009-10-01 00:00:00"
230,"2009-10-02 00:00:00"
228,"2009-10-03 00:00:00"
296,"2009-10-04 00:00:00"
330,"2009-10-05 00:00:00"
348,"2009-10-06 00:00:00"
325,"2009-10-07 00:00:00"
279,"2009-10-08 00:00:00"
239,"2009-10-09 00:00:00"
171,"2009-10-10 00:00:00"
231,"2009-10-11 00:00:00"
376,"2009-10-12 00:00:00"
287,"2009-10-13 00:00:00"
334,"2009-10-14 00:00:00"
283,"2009-10-15 00:00:00"
254,"2009-10-16 00:00:00"
219,"2009-10-17 00:00:00"
267,"2009-10-18 00:00:00"
307,"2009-10-19 00:00:00"
266,"2009-10-20 00:00:00"
272,"2009-10-21 00:00:00"
220,"2009-10-22 00:00:00"
219,"2009-10-23 00:00:00"
193,"2009-10-24 00:00:00"
225,"2009-10-25 00:00:00"
348,"2009-10-26 00:00:00"
273,"2009-10-27 00:00:00"
306,"2009-10-28 00:00:00"
222,"2009-10-29 00:00:00"
213,"2009-10-30 00:00:00"
150,"2009-10-31 00:00:00"
165,"2009-11-01 00:00:00"
304,"2009-11-02 00:00:00"
281,"2009-11-03 00:00:00"
280,"2009-11-04 00:00:00"
275,"2009-11-05 00:00:00"
228,"2009-11-06 00:00:00"
170,"2009-11-07 00:00:00"
266,"2009-11-08 00:00:00"
328,"2009-11-09 00:00:00"
259,"2009-11-10 00:00:00"
277,"2009-11-11 00:00:00"
228,"2009-11-12 00:00:00"
243,"2009-11-13 00:00:00"
205,"2009-11-14 00:00:00"
285,"2009-11-15 00:00:00"
336,"2009-11-16 00:00:00"
296,"2009-11-17 00:00:00"
297,"2009-11-18 00:00:00"
300,"2009-11-19 00:00:00"
234,"2009-11-20 00:00:00"
220,"2009-11-21 00:00:00"
199,"2009-11-22 00:00:00"
402,"2009-11-23 00:00:00"
364,"2009-11-24 00:00:00"
222,"2009-11-25 00:00:00"
127,"2009-11-26 00:00:00"
129,"2009-11-27 00:00:00"
241,"2009-11-28 00:00:00"
300,"2009-11-29 00:00:00"
282,"2009-11-30 00:00:00"
304,"2009-12-01 00:00:00"
277,"2009-12-02 00:00:00"
273,"2009-12-03 00:00:00"
212,"2009-12-04 00:00:00"
188,"2009-12-05 00:00:00"
274,"2009-12-06 00:00:00"
304,"2009-12-07 00:00:00"
315,"2009-12-08 00:00:00"
273,"2009-12-09 00:00:00"
291,"2009-12-10 00:00:00"
295,"2009-12-11 00:00:00"
195,"2009-12-12 00:00:00"
278,"2009-12-13 00:00:00"
372,"2009-12-14 00:00:00"
283,"2009-12-15 00:00:00"
299,"2009-12-16 00:00:00"
296,"2009-12-17 00:00:00"
240,"2009-12-18 00:00:00"
162,"2009-12-19 00:00:00"
193,"2009-12-20 00:00:00"
292,"2009-12-21 00:00:00"
313,"2009-12-22 00:00:00"
272,"2009-12-23 00:00:00"
212,"2009-12-24 00:00:00"
115,"2009-12-25 00:00:00"
215,"2009-12-26 00:00:00"
214,"2009-12-27 00:00:00"
409,"2009-12-28 00:00:00"
434,"2009-12-29 00:00:00"
431,"2009-12-30 00:00:00"
398,"2009-12-31 00:00:00"
